UNIQUE-ID	NAME
TU0-13236	['stfR', 'tfaR']
TU0-14300	yadMLKC
TU0-14369	yebA
TU0-13171	ycgN
TU0-5202	apaGH
TU0-45285	lon
TU0-8823	trmC
TU0-8757	ttdR
TU0-13518	mrp
TU0-1921	gabDTP
TU0-3102	trxA
TU0-8481	nfuA
TU0-8542	yafF
TU00267	fabZ
TU00329	rfaDFCL
TU0-13858	ygjR
TU0-13918	['kefGB', 'yheV']
TU0-45144	['sdsR', 'pphA']
TU0-12810	['coaE', 'zapD', 'yacG']
TU0-1041	cpxPQ
TU0-13219	insH4
TU0-14275	ygbK
TU0-14349	yceH
TU0-13153	pinE
TU0-5003	groSL
TU0-45269	['rrsH', 'ileV', 'alaV', 'rrlH', 'rrfH']
TU0-8808	hdfR
TU0-8740	yfiC
TU0-2521	fiu
TU0-1721	fxsA
TU0-8524	ybaQ
TU0-8454	['ybgIJKL', 'nei']
TU00311	['rimP', 'nusA', 'infB']
TU00251	clpPX
TU0-13900	yhcO
TU0-13841	ubiK
TU0-12793	insL1
TU0-44222	yabR
TU0-14327	rnlAB
TU-8430	lhr
TU0-13200	lapAB
TU0-14247	lfhA
TU0-4881	gntRKU
TU0-13135	['pabC', 'mltG', 'tmk', 'holB', 'ycfH']
TU0-8787	dld
TU0-45253	sohB
TU0-2261	gadX
TU0-14822	pykF
TU0-8506	rpmE
TU0-8353	ldhA
TU00293	['kdtA', 'coaD']
TU00235	adiA
TU0-13883	['folP', 'glmM']
TU0-1194	['dnaN', 'recF']
TU0-44206	paaJ
TU0-14308	yhfK
TU0-14229	cyaY
TU0-13179	dauA
TU0-13119	ghrA
TU0-4623	zntA
TU0-45238	gabDTP
TU0-8765	ade
TU0-14800	ynjH
TU0-198689	stfZ
TU0-8335	mltF
TU0-8490	pepT
TU00219	rhaBAD
TU00276	fliLMNOPQR
TU0-13807	['yggSTU', 'rdgB', 'hemW']
TU0-13867	yhaI
TU0-4403	kch
TU0-45158	ibsD
TU522	mazEFG
TU0-1141	ptsG
TU0-14212	opgB
TU0-14291	['kdsC', 'lptCAB']
TU0-13103	rlmI
TU0-13162	ymgC
TU0-45223	topA
TU0-45277	['rrsE', 'gltV', 'rrlE', 'rrfE']
TU0-13506	cyaR
TU0-8748	ygeV
TU0-14771	['yobF', 'cspC']
TU0-1802	pspF
TU0-8266	hokE
TU0-8473	tppB
TU00202	['pstSCAB', 'phoU']
TU00259	['dnaAN', 'recF']
TU0-13788	['sdhE', 'ygfX']
TU0-13850	ebgR
TU0-42688	yihUTS
TU0-4462	gudPXD
TU461	dadAX
TU-8443	ygbA
TU0-14195	['topAI', 'yjhQ']
TU0-14258	norR
TU0-13085	ycaP
TU0-13144	roxA
TU0-45209	['rrsC', 'gltU', 'rrlC', 'rrfC']
TU0-45261	lapAB
TU0-13488	dacD
TU0-8732	yfbN
TU0-14742	['gadE', 'mdtEF']
TU0-1548	ycgR
TU0-8201	ybjP
TU0-8364	rssB
TU-8398	['lptB', 'rpoN', 'hpf', 'ptsN', 'yhbJ']
TU00243	atpIBEFHAGDC
TU00186	lysR
TU0-13832	mqsRA
TU0-13771	ygeR
TU0-44213	btuE
TU0-42638	['rseD', 'rpoE', 'rseABC']
TU-8414	malQ
TU361	['cmk', 'rpsA']
TU0-14239	setB
TU0-14176	lptFG
TU0-13127	['solA', 'yceO']
TU0-13069	ybjJI
TU0-45246	['ynfEFGH', 'dmsD']
TU0-45193	['mlc', 'ynfK']
TU0-14814	pgk
TU0-13469	msrPQ
TU0-8344	['hypABCDE', 'fhlA']
TU0-14701	['tolC', 'ygiBC']
TU00227	['edd', 'eda']
TU0-8081	['pgk', 'fbaA']
TU0-13816	yghQ
TU00170	gcvTHP
TU0-44198	allB
TU0-13755	kduD
TU0-14220	yjjW
TU0-42599	ascB
TU0-13111	yccM
TU302	tauABCD
TU0-45230	osmB
TU0-14160	ytfF
TU0-13515	rcnB
TU0-13051	hcxB
TU0-14787	rhaD
TU0-45177	galET
TU0-8325	acrR
TU0-13450	yecA
TU00210	ftsQAZ
TU0-14679	['ybgA', 'phr']
TU0-13798	ygfI
TU0-7805	nagA
TU0-42699	garR
TU00154	hypABCDE
TU489	hupB
TU0-13737	syd
TU0-14204	rpnD
TU0-42576	micL
TU0-13094	elfA
TU164	lldPRD
TU0-45216	['pstSCAB', 'phoU']
TU0-14142	yjeJ
TU0-13498	wcaKLM
TU0-13035	lysZ
TU0-14761	ahpCF
TU0-13433	holE
TU0-8243	['nudB', 'yebC', 'ruvC']
TU0-14658	['rpsMKD', 'rpoA', 'rplQ']
TU00194	nadB
TU0-7622	['allDC', 'ylbA']
TU0-13780	mocA
TU00137	malS
TU0-42664	['ymdAB', 'clsC']
TU0-13720	pphB
TU402	glpGR
TU0-42548	feaR
TU0-14186	insMI3
TU00523	lpdA
TU0-13077	aat
TU0-14124	yjcE
TU0-45201	csgDEFG
TU0-13017	ybeZY
TU0-13479	insH6
TU0-13417	['pabB', 'nudL']
TU0-14719	gadW
TU0-14638	gatZABCD
TU0-8146	ytfK
TU0-7321	mntH
TU-8389	infA
TU00121	fur
TU00178	thrLABC
TU0-13701	pinH
TU0-13763	ygeH
TU0-42524	['ycjY', 'ymjDC', 'mpaA']
TU0-42614	lgt
TU0-8722	yegE
TU347	arcA
TU00507	['metT', 'leuW', 'glnUW', 'metU', 'glnVX']
TU0-14168	cybC
TU0-14106	arpA
TU0-13060	ybiU
TU0-13001	cspE
TU0-45185	cyaR
TU0-13401	cdgI
TU0-13460	dgcQ
TU0-14617	entH
TU0-14691	yfaXWVU
TU0-7061	yzfA
TU0-7881	['mdtABCD', 'baeSR']
TU00105	fumC
TU00162	ppsA
TU0-13683	nadK
TU0-13745	['ppdAB', 'ygdB', 'ppdC', 'recC']
TU0-42499	fumAC
TU0-42588	galK
TU0-8705	ydeE
TU26	eda
TU00491	argU
TU0-14152	yjeT
TU0-14081	yiiQ
TU0-13043	ybhI
TU0-12983	tfaX
TU0-45169	acnA
TU0-13382	yniA
TU0-13441	lpxM
TU0-14568	['hfq', 'hflXKC']
TU0-14671	yjdC
TU0-6884	carB
TU0-7745	frc
TU00088	tyrP
TU00146	cysDNC
TU0-13664	yphG
TU0-13728	ygcNOP
TU0-42475	leuO
TU0-42564	bglG
TU0-8688	pliG
TU121	putP
TU00475	['cvpA', 'purF', 'ubiX']
TU0-14132	yjdM
TU0-14064	ompL
TU0-13027	ybfOC
TU0-12965	['folD', 'ybcJ']
TU0-13425	['proQ', 'prc']
TU864	phoH
TU0-14648	yfGM
TU0-13366	ldtE
TU0-7501	bglX
TU0-14546	['yaiA', 'aroM']
TU00129	nupG
TU0-6654	pnp
TU0-13711	ygaM
TU00072	['ada', 'alkB']
TU0-42535	['ydcSTUV', 'patD']
TU0-13647	yfgG
TU00515	['serV', 'argVYZQ']
TU0-42456	csrA
TU0-14116	yjbJ
TU0-8671	ybjK
TU0-13009	['rsfS', 'rlmH', 'mrdAB', 'rlpA']
TU00457	livKHMGF
TU0-1341	argP
TU0-14047	recQ
TU0-14630	pykF
TU0-12945	['priC', 'ybaM']
TU0-7182	['istR', '1']
TU789	mlc
TU00113	asnC
TU0-13350	add
TU0-13693	yfjM
TU0-14523	rfbACX
TU0-42512	gntK
TU0-6625	speB
TU0-8714	yeaP
TU00056	purHD
TU00499	asnV
TU0-13629	yffL
TU0-14093	yijO
TU0-4192	ygiM
TU0-12993	ybdN
TU0-8652	yqeK
TU0-13391	sppA
TU00440	['nlpD', 'rpoS']
TU0-1461	dctA
TU0-14030	mioC
TU0-6983	cspG
TU0-12927	yajG
TU00096	['slp', 'dctR']
TU684	torYZ
TU0-13674	kgtP
TU0-13332	ynfP
TU0-42484	esrE
TU0-14501	nrdG
TU0-8697	ydaM
TU0-6552	lysC
TU00483	['ptsHI', 'crr']
TU00040	melR
TU0-14072	yiiF
TU0-13612	alaC
TU0-12974	ybcLM
TU0-41681	phoQ
TU875	['dam', 'rpe', 'gph', 'trpS']
TU0-8636	ynaI
TU0-13374	ydiFO
TU00424	hypBCDE
TU0-14555	yibA
TU0-14014	yidHGF
TU0-6702	sdhDAB
TU0-12906	yaiP
TU00080	fadL
TU586	gadAX
TU0-13656	pepB
TU0-13315	['yntF', 'ydfK']
TU0-42465	sdiA
TU0-14478	nfuA
TU0-8680	yccU
TU0-6501	cysE
TU00467	cadBA
TU00024	galS
TU0-14055	fre
TU0-13595	yfcV
TU0-12956	['qmcA', 'ybbJ']
TU0-3841	['rapA', 'rluA']
TU797	spf
TU0-8617	yjgD
TU0-13358	ydhL
TU00406	htgA
TU0-14532	mreCD
TU0-13999	yibD
TU0-6646	deoBD
TU0-12888	ykgH
TU00064	sodA
TU0-13298	lsrK
TU0-13638	ypfG
TU0-14458	chaC
TU0-42252	gntU
TU0-6408	pfkB
TU0-8661	ysgA
TU00008	['aroF', 'tyrA']
TU00449	tsx
TU0-13579	alaA
TU0-14039	['rfe', 'wzzE', 'wecBC', 'rffGHC', 'wecE', 'wzxE', 'wecF', 'wzyE', 'rffM']
TU0-36425	iraM
TU0-12937	mdlAB
TU0-8600	yidX
TU723	mutS
TU00390	csgBAC
TU0-13341	ynfM
TU0-13983	yiaB
TU0-14513	cadA
TU00387	cbpAM
TU0-6564	ssb
TU0-13980	ghrB
TU00048	ompA
TU0-12869	xynR
TU0-13621	zipA
TU0-13276	['rhsE', 'ydcD']
TU0-4183	rfaDFCL
TU0-14417	emrE
TU0-8644	yoaF
TU0-5982	ugpBAECQ
TU00432	uspA
TU0-8873	allR
TU0-14021	mnmE
TU0-13560	yojI
TU0-12917	sbcDC
TU0-3622	yhdWXYZ
TU641	aroP
TU0-8580	yhgN
TU0-13324	hokD
TU00370	['udk', 'dcd']
TU0-14491	['rdgB', 'yggW']
TU0-13960	yhiS
TU0-6510	ppc
TU0-12851	rayT
TU00032	['ivbL', 'ilvBN']
TU0-13259	opgD
TU0-13604	yfdPQ
TU0-14396	crp
TU0-4001	['csiD', 'ygaF', 'gabDTP']
TU0-5581	['yggX', 'mltC']
TU0-8627	yjjK
TU0-8844	ldrB
TU00415	fliAZY
TU0-13543	nupX
TU0-14006	yicH
TU0-3421	lpxP
TU0-12896	yahL
TU0-8563	dtpD
TU561	pqiABC
TU00354	['secE', 'nusG']
TU0-13306	yneK
TU0-13942	['rsmD', 'yhhL']
TU0-14468	phoPQ
TU0-12834	['yaeP', 'rof']
TU0-6443	dapD
TU0-13241	hslJ
TU00016	cyaA
TU0-14374	gspCDEFGHIJKLMO
TU0-13587	yfcF
TU0-5322	['ydiQRST', 'fadK']
TU0-36438	arrS
TU0-8828	mak
TU0-8609	yjcC
TU0-13524	yehR
TU00398	osmE
TU0-3124	cueO
TU0-13991	yibG
TU0-8547	yagU
TU0-12880	ecpR
TU00335	['rplJL', 'rpoBC']
TU0-13289	pqqL
TU0-13924	['yhfXW', 'php', 'yhfUTS']
TU0-14443	['ftsLI', 'murEF', 'mraY', 'murD', 'ftsW', 'murGC', 'ddlB', 'ftsQAZ', 'lpxC']
TU0-12816	yadI
TU0-6361	dolP
TU0-13225	ttcA
TU0-13286	adhP
TU0-14354	rnd
TU0-14431	dcuR
TU0-5081	uidABC
TU0-6241	tisB
TU0-8812	ompX
TU0-962	sohB
TU0-2644	micF
TU0-13568	yfaZ
TU0-8530	torT
TU0-36411	yciE
TU00316	pflDC
TU0-8589	yiaF
TU0-13905	yhdJ
TU00379	['focA', 'pflB']
TU0-12799	yaaU
TU0-13971	pdeK
TU0-13207	ymjA
TU0-12861	perR
TU0-14334	isrC
TU0-13268	patD
TU0-4906	gapA
TU0-14407	hypF
TU0-8792	envR
TU0-5782	['mutY', 'yggX', 'mltC']
TU0-2421	mgtA
TU0-8862	trpS
TU0-8512	slyX
TU0-13552	yejABEF
TU00300	moaABCDE
TU0-3465	['yiiS', 'uspD']
TU0-13889	mlaFEDCB
TU0-8572	ygjH
TU0-1222	efp
TU00362	['surA', 'pdxA', 'rsmA', 'apaGH']
TU0-14315	['glf', 'rfc']
TU0-13950	yrhC
TU0-13184	insZ
TU0-12842	gloB
TU0-4701	lacZYA
TU0-13251	hrpA
TU0-8772	bioH
TU0-14387	mreBCD
TU0-198695	xtpA
TU0-5523	mutM
TU0-8495	rdgC
TU0-8836	['insH', '9']
TU00281	glyQS
TU0-13532	mdtQ
TU0-13872	['sohA', 'yhaV']
TU0-3302	recF
TU0-1182	['rrsB', 'gltT', 'rrlB', 'rrfB']
TU0-8555	yajQ
TU0-14296	rhaM
TU00345	['rpsB', 'tsf']
TU0-13168	ycgI
TU0-13932	yhgF
TU0-45282	['rseD', 'rpoE', 'rseABC']
TU0-12823	dgt
TU0-8754	yghZ
TU0-13233	trkG
TU0-1841	inaA
TU0-14365	ybcH
TU0-8478	dosCP
TU0-5184	flk
TU00264	['envY', 'ompT']
TU0-8820	mug
TU0-13855	rlmG
TU0-2742	hemF
TU0-4504	alsRBACE
TU0-8539	yacH
TU0-1004	astCADBE
TU00326	pspABCDE
TU0-14272	rne
TU0-13914	['bfd', 'bfr']
TU0-13150	ymfK
TU0-12808	cra
TU0-45266	oxyR
TU0-13216	ycjY
TU0-8737	yfeR
TU0-14345	eptA
TU0-1603	dcuC
TU0-4981	gntXY
TU0-8373	['bamA', 'hlpA', 'lpxD', 'fabZ', 'lpxAB', 'rnhB', 'dnaE']
TU0-8805	grxD
TU00248	chbBCARFG
TU0-2503	topA
TU0-13837	['nudF', 'yqiB', 'cpdA', 'yqiA', 'parE']
TU0-8521	srmB
TU0-44219	lpxT
TU00308	nikABCDER
TU-8423	rutR
TU0-13897	yhcB
TU0-14244	yciY
TU0-12790	mog
TU0-13132	murJ
TU0-14324	yjaH
TU0-45250	glk
TU0-13196	['yciK', 'btuR']
TU0-1482	fabB
TU0-4802	bglGFB
TU0-8350	macB
TU0-8782	dacC
TU00232	accD
TU0-2082	mfd
TU0-13821	yghX
TU0-8503	ybiT
TU0-44203	mngB
TU00289	hybOABCDEFG
TU0-14226	slt
TU0-13880	deaD
TU0-13116	efeOB
TU0-1191	['rrsD', 'ileU', 'alaU', 'rrlD', 'rrfD', 'thrV', 'rrfF']
TU0-45235	ilvY
TU0-14305	yfaE
TU0-14795	fnrS
TU0-13176	ymgE
TU0-8331	ydhB
TU0-4545	galETKM
TU00215	fadBA
TU0-8762	omrB
TU0-13804	yggI
TU0-1981	osmY
TU0-4288	iclR
TU0-8487	pdxK
TU502	cfa
TU00273	flgBCDEFGHIJ
TU0-1421	ydeA
TU0-13864	yqjF
TU0-13100	mgsA
TU0-45153	mqsA
TU0-45220	pykA
TU0-1106	aqpZ
TU0-13503	sibB
TU0-14287	yjbEFGH
TU0-14766	iraD
TU0-13158	bluR
TU0-8263	dinQ
TU0-45274	['epd', 'pgk']
TU00199	nrfABCDEFG
TU0-8745	alaE
TU0-13785	uacT
TU0-1781	['pth', 'ychF']
TU0-42682	yihW
TU0-8469	fbaB
TU441	['acpP', 'fabF']
TU00256	['dapA', 'nlpB']
TU0-14192	yjhIHG
TU0-13846	hldE
TU0-13082	ycaM
TU0-4441	norVW
TU0-45206	gyrB
TU-8438	ftnB
TU0-13485	yeeX
TU0-14254	aroH
TU0-14739	ogt
TU0-13141	lolCDE
TU0-8161	artJ
TU0-45258	patA
TU-8394	qseBC
TU0-8729	yfaL
TU00183	livJ
TU0-1545	flgK
TU0-13768	ygeP
TU0-8360	treF
TU0-42628	['rplU', 'rpmA', 'yhbE', 'obgE']
TU00240	artPIQM
TU356	nmpC
TU0-13829	plsC
TU0-14173	tabA
TU0-44210	xapB
TU0-13065	bssR
TU0-14235	yggG
TU0-45190	['sgrST', 'setA']
TU0-13124	yceK
TU0-13466	hchA
TU0-45243	alkA
TU0-14697	mdtEF
TU0-14806	hemL
TU0-8021	acrD
TU0-8340	fliE
TU00167	tonB
TU00224	serA
TU0-13750	tas
TU0-13813	yghG
TU0-42594	['gltI', 'sroC', 'gltJKL']
TU0-44195	psiF
TU281	['rseD', 'rpoE', 'rseABC']
TU0-14218	ytjA
TU0-14157	ulaR
TU0-13108	gfcA
TU0-13048	ybhM
TU0-45228	yceJI
TU0-45174	mdoGH
TU0-13512	thiMD
TU0-13446	insA5B5AB5
TU0-14784	htpG
TU0-14676	artPIQM
TU0-8321	['dut', 'slmA']
TU0-7802	slyB
TU00207	['wza', 'wzb', 'wzc', 'wcaAB']
TU00151	fecABCDE
TU0-13793	zapA
TU0-13733	['yqcE', 'ygcE']
TU0-42696	dmsC
TU0-42571	['araE', 'ygeA']
TU486	hupA
TU161	['ompR', 'envZ']
TU0-14201	yjiK
TU0-14139	dtpC
TU0-13090	ldtD
TU0-13032	ybgQPO
TU0-45213	mpl
TU0-13430	yebW
TU0-13493	['yefM', 'yoeB']
TU0-14653	eno
TU0-14750	citCDEFXG
TU0-7601	allA
TU0-8224	metR
TU00134	udp
TU-8408	fliE
TU00191	metC
TU0-42544	nanCMS
TU0-13777	yqeA
TU00520	pheU
TU0-42656	leuO
TU0-14121	aphA
TU369	gadBC
TU0-13014	rihA
TU0-14183	nanXY
TU0-13414	yoaA
TU0-13074	ybjS
TU0-14635	flu
TU0-45198	['rrsG', 'gltW', 'rrlG', 'rrfG']
TU0-7281	['yrdD', 'rimN', 'aroE', 'yrdB']
TU0-13476	yeeN
TU00118	cadC
TU0-14716	sibE
TU0-13698	yfjW
TU0-8121	talB
TU0-42517	ilvL
TU-8385	['bamB', 'der']
TU0-8719	yedD
TU00175	ihfB
TU00504	['thrU', 'tyrU', 'glyT', 'thrT', 'tufB']
TU0-13760	yqeIJ
TU0-14103	['nudC', 'hemE', 'nfi']
TU0-42605	['yajG', 'ampG']
TU0-12998	citT
TU344	arcA
TU0-13398	yeaD
TU0-14165	['tamAB', 'ytfP']
TU0-14614	tig
TU0-13057	ybiO
TU0-7042	srlR
TU0-45182	gltBDF
TU00101	cyoABCDE
TU0-13456	yedK
TU0-13680	ffh
TU0-14687	nemRA
TU0-42495	['ibaG', 'murA']
TU0-7842	rpsT
TU0-8702	ydcO
TU00159	fumB
TU00488	glmUS
TU0-13742	tcdA
TU0-14077	yiiM
TU0-42582	galET
TU0-12980	ybcW
TU241	msrA
TU0-13379	arpB
TU0-14148	yjeNO
TU0-14563	['miaA', 'hfq', 'hflXKC']
TU0-13040	modEF
TU0-6861	ilvIH
TU0-45166	['ycgZ', 'ymgA', 'ariR', 'ymgC']
TU00085	tnaCAB
TU0-13438	yebG
TU0-13661	yphA
TU0-14668	tpiA
TU0-42471	metH
TU0-7741	ydeP
TU0-8685	bhsA
TU00142	cynTSX
TU00472	rpsU
TU0-13725	casABCDE12
TU0-14061	bipA
TU0-42559	gcvR
TU0-12962	['fdrA', 'ylbEF', 'ybcF']
TU102	aldA
TU861	yeiL
TU0-14129	yjcS
TU0-13363	ydhXUT
TU0-13024	ybfP
TU0-14538	['menD', 'yfbB', 'menBCE']
TU0-13421	rlmA
TU0-6651	ilvA
TU0-14645	['bepA', 'yfgD']
TU00069	uvrA
TU0-7421	glk
TU0-13643	ypfH
TU00126	ubiG
TU0-42452	['ppk', 'ppx']
TU0-13708	kbp
TU0-8666	zupT
TU0-42532	['cbpA', 'cbpM']
TU00454	sdaCB
TU00512	['glyW', 'cysT', 'leuZ']
TU0-14044	rarD
TU0-14113	xylE
TU0-12942	maa
TU0-13006	lipB
TU784	rsd
TU0-13406	yeaQ
TU0-13346	tus
TU0-14625	acnA
TU0-14519	tufA
TU0-7163	waaA
TU0-6621	ppiD
TU00110	carAB
TU00053	phoBR
TU0-13690	yfjI
TU0-13626	['ypeA', 'yfeZ']
TU0-42509	sucAB
TU0-4189	yggN
TU0-8710	ydiP
TU0-8649	yohD
TU00496	metZWV
TU00437	rpoD
TU0-14090	yijF
TU0-14027	cbrC
TU0-12990	insL2
TU0-12924	['panE', 'yajL']
TU0-13388	['ydjXYZ', 'ynjABCD']
TU68	xylR
TU0-14606	lpxC
TU0-13329	ydfABC
TU0-6942	lepAB
TU0-14496	pdxY
TU00093	mtr
TU0-6515	ung
TU0-13671	['tapT', 'patZ']
TU00037	['lexA', 'dinF']
TU0-42481	gapA
TU0-13609	yfdV
TU0-8693	ycjG
TU0-4161	bamC
TU00480	['ptsHI', 'crr']
TU0-8632	rimO
TU0-14069	['yihV', 'csqR']
TU00420	glgS
TU0-12970	peaD
TU0-14011	yicN
TU872	['aroKB', 'damX', 'dam', 'rpe', 'gph', 'trpS']
TU0-12903	yaiO
TU0-13371	ydiL
TU582	rnb
TU0-14551	tdcBCDEFG
TU0-13312	ydfZ
TU0-6685	rnhA
TU0-14473	['ycjXF', 'tyrR']
TU00077	cysB
TU0-6484	blc
TU0-13652	['yfhM', 'pbpC']
TU00021	['dusB', 'fis']
TU0-42461	azoR
TU0-13592	yfcJ
TU0-8677	matP
TU0-3721	['acs', 'yjcHG']
TU00464	ppiA
TU0-8614	yjfZ
TU0-14052	tatABC
TU00403	['yadV', 'htrE']
TU0-12952	ybaL
TU0-13996	grxC
TU794	acnA
TU0-12885	rclABC
TU0-13355	anmK
TU0-13294	ydeTSR
TU0-14529	caiCDE
TU0-14452	wzbc
TU0-6634	aceEF
TU0-6404	lysP
TU00061	pyrD
TU00005	argF
TU0-13635	eutNEJG
TU0-13576	yfbM
TU0-42202	rpsI
TU0-36422	uxaB
TU0-8658	nfeR
TU0-8597	yidP
TU00446	clpA
TU0-36418	['pstCAB', 'phoU']
TU0-14035	yifN
TU0-8594	yicS
TU0-12934	ybaE
TU00384	pflB
TU702	proVWX
TU0-13977	yhjY
TU0-13337	clcB
TU0-12866	['yagAB', 'insX']
TU0-14510	rrfG
TU0-13273	mcbR
TU0-6559	uvrC
TU0-14414	eno
TU00045	narK
TU0-5961	cytR
TU0-13617	insL3
TU0-8868	dnaTC
TU0-41801	ydeI
TU0-8641	ynjF
TU0-3581	['argT', 'hisJQMP']
TU00429	lysU
TU0-8577	yhbY
TU0-14019	yidA
TU00367	['ybgC', 'tolQRA']
TU0-12914	yaiI
TU0-13956	dtpB
TU602	['yceD', 'rpmF']
TU0-12848	ldtF
TU0-13321	['essQ', 'ydfR', 'rrrQ', 'rzpQ']
TU0-13256	mokB
TU0-14488	rapA
TU0-14393	dgt
TU0-6507	katE
TU0-5567	['mutY', 'yggX']
TU00029	glnAZLG
TU0-8841	kdgR
TU0-13601	yfdGHI
TU0-13539	['folE', 'yeiB']
TU0-3963	fepDGC
TU0-3382	gpmA
TU0-8623	yjhR
TU0-8560	ybeL
TU00411	grpE
TU00351	['rpsP', 'rimM', 'trmD', 'rplS']
TU0-14003	yicG
TU0-13937	yhhX
TU0-12893	yahH
TU0-12831	['dxr', 'uppS', 'cdsA']
TU543	rnpB
TU0-13238	ynaE
TU0-13303	['glsB', 'yneG']
TU0-14371	trpt
TU0-14465	['ileS', 'lspA', 'fkpB', 'ispH']
TU0-52570	aspX
TU0-6428	['pyrG', 'eno']
TU0-8825	mdtK
TU00013	bioA
TU0-13521	yehHI
TU0-13584	yfcC
TU0-3104	trxC
TU0-36432	['kdsC', 'lptCAB']
TU0-8544	yafU
TU0-8606	yihA
TU00332	['rnc', 'era']
TU00395	stpA
TU0-13920	prkB
TU0-13988	yibF
TU0-12812	nadC
TU0-12877	ykgJ
TU0-13221	uspE
TU0-13283	yddLKJ
TU0-14351	ydhM
TU0-14424	ryjB
TU0-5041	uxuR
TU0-6043	entS
TU0-881	galR
TU0-93010	ytfK
TU0-2581	fhuE
TU0-13565	yfaVU
TU0-8527	tdk
TU0-36403	rcsB
TU00313	panBC
TU0-8586	yhiM
TU0-13902	tldD
TU00375	dsdA
TU0-12795	sokC
TU0-13967	yhjD
TU0-13204	fabI
TU0-12857	frsA
TU0-14330	tpke11
TU0-13265	rlhA
TU0-4903	hdeD
TU0-14404	['dapE', 'ypfN']
TU0-8789	dsrB
TU0-5741	pspG
TU0-2342	serA
TU0-8849	luxS
TU0-8509	sieB
TU0-13549	['yeiR', 'lpxT']
TU00297	mdoGH
TU0-3426	['sbmA', 'yaiW']
TU0-13886	sfsB
TU0-8568	ybiN
TU0-1196	['dnaN', 'recF']
TU00359	['yacC', 'speED']
TU0-14312	ftsB
TU0-13947	acpT
TU0-13181	rttR
TU0-12839	dkgB
TU0-4642	znuA
TU0-13248	pdxI
TU0-8767	amiC
TU0-14381	['relBE', 'hokD']
TU0-198692	ameF
TU0-5501	argG
TU0-8492	ppA
TU0-8833	['insH', '11']
TU00278	ftsYEX
TU0-13529	pbpG
TU0-13869	cyuPA
TU0-3163	cydAB
TU0-45163	pykF
TU0-8552	ybaY
TU0-1143	grcA
TU00340	['rpmH', 'rnpA']
TU0-14293	alsK
TU0-13929	['yrfG', 'hslR']
TU0-13164	ymgF
TU0-12820	mrcB
TU0-45279	hdeD
TU0-13230	racR
TU0-8750	yggR
TU0-14362	['insH', '7']
TU0-1805	pspF
TU0-5163	ulaG
TU0-8475	yciZT
TU0-8817	nlpA
TU00261	['dnaTC', 'yjjA']
TU0-2707	metJ
TU0-13852	ygjJK
TU0-8536	uspG
TU0-4483	rpiB
TU00323	['ppk', 'ppx']
TU0-1	['rpmF', 'plsX', 'fabHDG']
TU0-13910	arfA
TU0-14263	['asnC', 'mioC', 'mnmG']
TU0-12805	['sgrR', 'sroA', 'thiBPQ']
TU0-13147	ymfED
TU0-13213	ompG
TU0-45263	gapA
TU0-14342	yraN
TU0-8734	yfdY
TU0-4929	asnB
TU0-1581	cspA
TU0-8800	fsaA
TU0-8366	bcsQ
TU0-2447	mgrB
TU00245	basRS
TU0-8517	arcZ
TU0-13834	ygiW
TU00305	['napFDAGHBC', 'ccmABCDEFGH']
TU0-44215	speD
TU0-13894	yhcG
TU-8419	yieEF
TU0-12787	yaaX
TU0-14241	yncL
TU0-14321	yfhA
TU0-13129	yceB
TU0-13193	yciGFE
TU0-45248	['ada', 'alkB']
TU0-4782	crr
TU0-14817	pgk
TU0-8779	cspF
TU0-8346	frlABCDR
TU0-2041	hpt
TU00229	gntT
TU0-8500	rhlE
TU0-13818	pitB
TU00286	hsdMS
TU0-44200	frlR
TU0-13877	['ubiT', 'yhbS']
TU0-14222	yjjJ
TU0-1188	['rrsG', 'gltW', 'rrlG', 'rrfG']
TU0-13113	yccE
TU0-14302	glgBXCAP
TU0-45232	['ptsHI', 'crr']
TU0-13173	nhaB
TU0-14792	xdhABC
TU0-45288	hemF
TU0-8327	nfeF
TU0-8759	aaeR
TU00212	torCAD
TU0-194010	['citR', 'ybdNM']
TU0-13800	mscS
TU0-8484	napFDAGHBC
TU0-4284	imp
TU00269	feoABC
TU491	xseA
TU0-13860	sstT
TU0-14206	yjiT
TU0-45146	gltF
TU0-13096	zapC
TU0-1062	dsbA
TU0-45218	rpoH
TU0-14278	fliDST
TU0-13500	asmA
TU0-13155	icdC
TU0-14763	['yrbN', 'deaD']
TU0-45271	ftsQAZ
TU0-8245	yebB
TU0-8742	yfiF
TU00196	manXYZ
TU0-1742	ribA
TU0-13782	['ygfM', 'xdhD']
TU0-8456	['ydgK', 'rsxABCDGE', 'nth']
TU0-42668	ymdAB
TU00253	creABCD
TU404	glpR
TU0-13843	['insC5CD5D5', 'yqiHIG']
TU0-14189	insB7
TU0-44224	trxA
TU0-13079	['lolA', 'rarA']
TU-8433	gspAB
TU0-45203	tpiA
TU0-14251	bolA
TU0-13482	yeeP
TU0-13137	ycfJ
TU0-14736	gadEF
TU0-45255	can
TU0-8148	ansP
TU0-1521	fliCX
TU-8391	bamD
TU0-8355	mutM
TU00180	umuDC
TU00237	ampDE
TU0-13765	pbl
TU0-13826	yqhH
TU0-42620	sdsN
TU0-44208	nanY
TU352	arcA
TU0-14231	bax
TU0-14170	yjgH
TU0-13121	ycdZ
TU0-13062	ybiYW
TU0-45240	hepA
TU0-45187	['dnaN', 'recF']
